333246,329272,380000,388000
333260,329400,380090,388142
333600,329833,380571,388428
334000,331000,380733,389192
334500,331333,380818,389250
334769,332153,380933,389400
335000,332615,381173,389600
335285,333300,383500,389777
335545,333600,383600,389800
335916,333857,383666,390050
336076,334000,383968,390600
336578,334166,384000,391600
336714,334200,384666,392333
336833,334268,385400,392357
337125,334285,385750,393000
337166,334333,385875,393333
337333,335200,386000,394000
337350,335266,386166,395263
337625,336100,387333,395384
338000,336142,387777,395580
338395,336166,387888,397933
338939,336666,388333,398547
339200,337000,388666,398631
339333,337047,389000,398666
339714,337214,389300,399333
340375,337277,390000,400090
340400,337485,390700,400800
340590,338333,390818,401882
340666,338333,390857,402193
341583,338555,391300,402200
341636,339615,391500,402437
341714,340437,392357,402571
342250,340529,392616,402800
342285,341200,392692,403357
342400,342600,393000,403833
342666,342600,393600,404166
342666,342750,394277,404285
342866,342800,395476,404888
343321,343250,395571,405076
343333,343500,395703,405800
343347,343555,397250,405882
343375,344769,398300,406000
343400,346250,398428,407166
343538,346400,398750,408154
343777,346500,399181,408500
344200,346974,399347,408888
344233,347285,399571,409600
344800,347666,400142,409875
344857,347714,400200,414636
344962,348181,400285,414833
345166,349200,400363,415642
346166,349348,400400,415777
346200,349636,402555,416333
346600,350000,402666,416740
346818,350173,403000,417200
346875,350285,403000,417888
347416,350600,403100,418200
347428,351333,403222,419700
347571,352250,405166,419933
347781,352500,406346,420285
348333,352666,406777,421400
348387,352850,407733,422400
348636,353058,407755,423875
349368,353153,408081,424923
350200,353560,408769,425000
350200,353800,408888,425125
350428,354000,408933,425200
351166,354166,410333,425444
351615,354333,410722,425846
352111,354391,411000,426250
352400,354684,411333,427800
354000,355000,412023,427875
354076,356000,412941,428363
354333,356428,414142,429631
355500,356517,414225,430777
356333,356571,414333,431000
358000,356800,414333,431000
358200,357714,414363,431375
359166,357769,414375,432350
359500,358500,415000,432625
360458,360176,416200,433000
360777,360818,417400,436250
361230,361185,420875,436500
361428,361272,420916,438666
361428,361800,421369,438750
361850,362071,421625,439500
362230,362157,421888,439809
362363,363720,422368,441600
362400,364625,424166,444666
362571,365000,425181,446153
363333,366333,426857,447235
363375,366888,427939,447625
363777,367200,428500,447894
363800,367700,428833,448250
363800,367916,429200,448444
364333,368285,429750,448833
364642,368888,430117,449000
365200,369300,430727,449062
365769,369416,430846,450923
366000,370666,432555,451900
366083,371357,433133,452000
366600,372615,433772,454142
366833,374000,435095,454518
367000,375166,435714,457000
367222,375444,435862,459428
367642,375750,436200,459600
368000,375812,437176,460000
368125,376200,437363,462625
368200,376363,437600,463400
368263,377000,437866,464500
368333,377312,438700,465000
368416,377714,438941,465166
368833,378000,439326,466285
369347,378218,439555,469200
369594,378222,440125,472625
369814,378375,441000,473785
371428,378750,441100,474230
371800,379833,441166,476142
373222,379833,442650,479000
373800,380666,442769,482333
374125,380894,443655,484222
374400,381351,443857,485200
375076,381400,444400,485500
375250,381480,446406,486500
375260,382000,446500,487785
376909,382142,447000,489875
378090,384166,447571,490454
378153,385285,448800,492428
378500,385312,449275,492666
378714,385625,449400,493000
379090,387142,449478,494400
379800,387200,450200,494777
380000,387500,450200,495000
